Pays,TIME_PERIOD,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,Nombre d’abonnés à la télévision par câble,Total Internet Protocol (IP) telephone subscriptions,Total des abonnements au téléphone cellulaire mobile,Total des abonnements au téléphone cellulaire mobile pour 100 habitants,Total des lignes d'accès téléphoniques,Total des recettes des télécommunications,Total des recettes des télécommunications USD,Total des voies d'accès de communication,Total des voies d'accès de communication pour 100 habitants
Pays-Bas,2005,12028000.0,2161816182.93755,2702270229.0,,,16289000.0,99.81,5942000.0,15194400000.0,18993000000.0,26345573.0,161.43
Pays-Bas,2006,9381900.0,2644852682.4978,3306065853.0,,,17058000.0,104.36,5776720.0,15361600000.0,19202000000.0,27899720.0,170.68
Pays-Bas,2007,8171000.0,2740660955.8921,3754330077.0,,,18453000.0,112.64,6165720.0,13439158000.0,18409805479.0,30236622.0,184.58
Pays-Bas,2008,8393000.0,2836469229.28639,4171278278.0,,,20627000.0,125.43,5422000.0,14288060000.0,21011852941.0,31904000.0,194.0
Pays-Bas,2009,7628000.0,2932277502.68069,4072607643.0,5512000.0,,20682000.0,125.12,4804000.0,14138112000.0,19636266667.0,31616000.0,191.26
Pays-Bas,2010,6357000.0,2932277502.68069,3909703337.0,,0.0,20627000.0,124.14,4080000.0,14009494000.0,18679325333.0,31036000.0,186.79
Pays-Bas,2011,6252000.0,2932277502.68069,4072607643.0,,0.0,21848000.0,130.88,3556000.0,13885860000.0,19285916667.0,31902000.0,191.11
Pays-Bas,2012,5420000.0,2709500798.85303,3473718973.0,4961000.0,4662000.0,21681000.0,129.4,2486000.0,12201246016.751,15642623098.0,30821000.0,183.95
Pays-Bas,2013,4815000.0,4227347999.75,5636464000.0,4740000.0,5115000.0,21500000.0,127.94,2041000.0,13153323534.8301,17537764713.0,30335000.0,180.52
Pays-Bas,2014,4037000.0,2811810570.0,3749080760.0,,5284000.0,22547000.0,133.69,1696000.0,12101793000.0,16135724000.0,31094000.0,184.37
Pays-Bas,2015,3655000.0,2328400230.0,2587111367.0,,5575000.0,23590000.0,139.26,1368000.0,11690696000.0,12989662222.0,31949000.0,188.6
Pays-Bas,2016,3358000.0,2370129000.0,2633476667.0,,5667000.0,26018000.0,152.77,1108000.0,10821707000.0,12024118889.0,34348000.0,201.69
Pays-Bas,2017,2910000.0,2267509000.0,2547762921.0,,5647000.0,25550000.0,149.14,904000.0,10572836000.0,11879591011.0,33743000.0,196.97
Pays-Bas,2018,1981000.0,2246924000.0,2643440000.0,,5546000.0,27087000.0,157.19,699000.0,9854553000.0,11593591765.0,35192000.0,204.23
Pologne,1996,,3150000128.0,,,,216900.0,0.57,6532394.0,6843700224.0,,6749294.0,17.63
Pologne,1997,,3300000000.0,,,,812000.0,2.12,7510000.0,8505939884.0,,8322000.0,21.73
Pologne,1998,462720.0,4749000000.0,,,,1928000.0,5.04,8485000.0,12598325000.0,,10413000.0,27.2
Pologne,1999,942285.0,7390725930.0,,,,3904000.0,10.2,9533000.0,18228870450.0,,13437000.0,35.11
Pologne,2000,2605691.0,10586742000.0,2433733793.0,823320.0,,6747000.0,17.64,9614841.0,23606000000.0,5426666667.0,16361841.0,42.77
Pologne,2001,5120000.0,8037871000.0,1965249633.0,,,10750000.0,28.11,9657431.0,26926140000.0,6583408313.0,20407431.0,53.36
Pologne,2002,7374699.0,9490400000.0,2326078431.0,840100.0,,13898471.0,36.35,9809036.0,28172000000.0,6904901961.0,23821507.0,62.31
Pologne,2003,9466935.0,5304000000.0,1363496144.0,,,17401222.0,45.56,9977992.0,29758000000.0,7649871465.0,27676505.0,72.46
Pologne,2004,13498371.0,5460208051.0,1491860123.0,,,23096065.0,60.49,10034134.0,35096296653.0,9589152091.0,33948774.0,88.92
Pologne,2005,18812776.0,6757288605.315,2085582903.0,,,29166391.0,76.43,11740860.0,37074103176.0,11442624437.0,41828003.0,109.61
Pologne,2006,24318517.0,8054369159.63,2598183600.0,,,36745454.0,96.36,11394066.0,40036663692.6059,12915052804.0,50876443.0,133.42
Pologne,2007,26684062.0,8622889570.61041,3112956524.0,,,41388774.0,108.59,10299766.0,41973175032.3552,15152770770.0,54986240.0,144.26
Pologne,2008,24466002.0,7369231513.285,3057772412.0,4127333.0,,43926365.0,115.24,9453928.0,43100143066.4,17883876791.0,57375751.0,150.53
Pologne,2009,23419352.0,7985721376.8,2559526082.0,,,44806632.0,117.44,8493021.0,43209745710.4129,13849277471.0,58861565.0,154.28
Pologne,2010,24022111.0,7464041990.9,2471537083.0,,,46976572.0,121.96,7685049.0,43209745710.4129,14307862818.0,60823267.0,157.91
Pologne,2011,26400311.0,6929333899.4,2340991182.0,,,50146101.0,130.16,6858441.0,43209745710.4129,14597887064.0,63613397.0,165.12
Pologne,2012,29259705.0,6502226055.56,1994547870.0,,,54086209.0,140.36,6350410.0,43332092316.7301,13292052858.0,67471516.0,175.1
Pologne,2013,30632716.0,6797237003.45879,2151024368.0,,,56972803.0,147.97,5846273.0,40261859163.8304,12741094672.0,69744245.0,181.14
Pologne,2014,30815614.0,6730367772.03,2136624690.0,,3482138.0,56905306.0,147.87,4823098.0,39677248652.16,12595951953.0,68651294.0,178.39
Pologne,2015,27610369.0,6466609766.66,1715281105.0,,3341105.0,54546230.0,141.85,4319020.0,39653099699.7,10518063581.0,66027159.0,171.7
Pologne,2016,22902371.0,15556092719.5525,,,2893634.0,53001776.0,137.93,3940713.0,39681363515.6,10071412060.0,63984959.0,166.51
Pologne,2017,17797277.0,6120258681.0,,,2630775.0,50458854.0,131.33,3463170.0,39469062817.0,10441551010.0,60975357.0,158.7
Pologne,2018,13543649.0,7924222047.21998,,,2497017.0,48285511.0,125.7,2864497.0,39169202393.71,10850194569.0,58911118.0,153.36
Portugal,1996,,772700000.0,,,,663651.0,6.59,3743729.0,2942980000.0,,4407380.0,43.79
Portugal,1997,,937550000.0,,,,1506958.0,14.91,3867323.0,3444640000.0,,5374281.0,53.16
Portugal,1998,2428960.0,1094284923.0,,,,3074633.0,30.26,3893927.0,3793740000.0,,6968560.0,68.59
Portugal,1999,3705968.0,1172668285.0,,,,4671458.0,45.72,3892472.0,4445971000.0,,8563930.0,83.81
Portugal,2000,5305301.0,1285051390.0,1189862398.0,,,6664951.0,64.77,3766166.0,5503357908.34188,5095701767.0,10431117.0,101.37
Portugal,2001,6328969.0,1427344864.0,1274415057.0,,,7977537.0,76.98,3778817.0,6713901622.63909,5994555020.0,11756354.0,113.45
Portugal,2002,7292684.0,1024631225.0,966633231.0,1261929.0,,9202232.0,88.32,3725595.0,6838869700.0,6451763868.0,13188748.0,126.58
Portugal,2003,7928701.0,574477237.04,652815042.0,1335099.0,,10002705.0,95.64,3657396.0,6980784193.0,7932709310.0,14162647.0,135.41
Portugal,2004,8423515.0,678573223.56,848216529.0,1340755.0,,10571100.0,100.83,3646544.0,7314515629.0,9143144536.0,15046910.0,143.52
Portugal,2005,9211786.0,732704460.0,915880575.0,1395073.0,,11368494.0,108.24,3572535.0,7374500403.0,9218125504.0,16107179.0,153.35
Portugal,2006,9760816.0,775458988.28,969323735.0,1411602.0,,12236104.0,116.29,3435848.0,7378040375.0,9222550469.0,17095639.0,162.47
Portugal,2007,10341344.0,1219298009.61,1670271246.0,1479313.0,14570.0,13477414.0,127.83,3231455.0,7761760000.0,10632547945.0,18222183.0,172.84
Portugal,2008,11080118.0,998443969.56,1468299955.0,1464410.0,207736.0,14953227.0,141.63,2970220.0,7706171000.0,11332604412.0,19616706.0,185.8
Portugal,2009,11702094.0,1054508771.91,1464595517.0,1441646.0,563918.0,16051044.0,151.88,2786569.0,7558077000.0,10497329167.0,20771054.0,196.54
Portugal,2010,11879544.0,1076790753.71,1435721005.0,1428273.0,868327.0,16473690.0,155.81,2651593.0,7599724000.0,10132965333.0,21268841.0,201.16
Portugal,2011,12066059.0,899713078.09,1249601497.0,1437850.0,1103599.0,16794499.0,159.08,2519310.0,6526994000.0,9065269444.0,21567054.0,204.28
Portugal,2012,12032023.0,773662890.24,991875500.0,1455926.0,1335260.0,16827910.0,160.04,2345759.0,6617105000.0,8483467949.0,21568123.0,205.12
Portugal,2013,11368124.0,741995112.15,989326816.0,1400573.0,1488418.0,16665949.0,159.37,2214434.0,6271381000.0,8361841333.0,21448411.0,205.1
Portugal,2014,9562667.0,615621678.82,820828905.0,1366679.0,1700408.0,16731949.0,160.87,2058442.0,5771163000.0,7694884000.0,21648167.0,208.13
Portugal,2015,8502881.0,627421134.13,697134593.0,1347391.0,1956110.0,16790405.0,162.1,1906957.0,5728159000.0,6364621111.0,21839550.0,210.85
Portugal,2016,8302184.0,609202953.57,676892171.0,1347115.0,2287357.0,17079569.0,165.41,1698296.0,5851080000.0,6501200000.0,22153462.0,214.55
Portugal,2017,8252493.0,647460156.7,727483322.0,1354903.0,2597227.0,17451924.0,169.43,1474658.0,5902537000.0,6632064045.0,22501220.0,218.45
Portugal,2018,7236189.0,605384064.12,712216546.0,1342624.0,3116738.0,17541568.0,170.57,1231779.0,5878325000.0,6915676471.0,22558031.0,219.35
Royaume-Uni,1996,,4658000000.0,,,,6817000.0,11.72,29829000.0,,,36646000.0,63.0
Royaume-Uni,1997,,6082366979.0,,,,8463000.0,14.51,29827600.0,,,38290600.0,65.66
Royaume-Uni,1998,2909975.0,5392208554.0,,,,13001196.0,22.23,31442300.0,20924475911.8696,,44443496.0,76.0
Royaume-Uni,1999,12058515.0,7935820519.0,,,,23942411.0,40.8,31646300.0,24367780179.5631,,55588711.0,94.72
Royaume-Uni,2000,27364590.0,9320220000.0,14121545455.0,,,40013263.0,67.95,31823108.0,29189506946.872,44226525677.0,71836371.0,121.99
Royaume-Uni,2001,30885226.0,9769983000.0,14159395652.0,,,44767541.0,75.73,32070110.0,32759760718.7117,47477914085.0,76837651.0,129.98
Royaume-Uni,2002,34132700.0,6824000000.0,10185074627.0,,,49546944.0,83.46,31212684.0,32897873631.3289,49101303927.0,82130947.0,138.35
Royaume-Uni,2003,35838407.0,6669000000.0,10932786885.0,,,52996694.0,88.87,32048895.0,35890215218.9032,58836418392.0,88159291.0,147.83
Royaume-Uni,2004,39765075.0,11478062289.0185,20869204162.0,,,60060150.0,100.18,31331354.0,38571353274.6401,70129733227.0,97516911.0,162.66
Royaume-Uni,2005,43064148.0,10328470609.1533,18779037471.0,,,65681261.0,108.72,31087899.0,39309376333.3353,71471593333.0,106665802.0,176.56
Royaume-Uni,2006,45518728.0,9555724673.30363,17695786432.0,,,70137144.0,115.31,30645641.0,40917042350.0548,75772300648.0,113795715.0,187.08
Royaume-Uni,2007,47466048.0,9466969095.54862,18933938191.0,,,74319198.0,121.2,30575292.0,41460593410.636,82921186821.0,120499354.0,196.51
Royaume-Uni,2008,47482741.0,5818900000.0,10775740741.0,,,77490937.0,125.34,30345345.0,48272732360.7977,89393948816.0,125107793.0,202.36
Royaume-Uni,2009,47605201.0,5133000000.0,8020312500.0,,,80581053.0,129.43,30015403.0,46614004750.5032,72834382423.0,128950826.0,207.12
Royaume-Uni,2010,44798118.0,5133000000.0,7896923077.0,,,81476397.0,129.82,30292622.0,44835615958.4688,68977870705.0,131381841.0,209.34
Royaume-Uni,2011,42382669.0,5133000000.0,8279032258.0,,,82162029.0,129.83,30246808.0,42848799746.8723,69110967334.0,133136716.0,210.38
Royaume-Uni,2012,39596983.0,,,,,83054665.0,130.37,30404060.0,40797454574.3725,64757864404.0,135295360.0,212.38
Royaume-Uni,2013,35880703.6143544,,,,,82671131.0,128.96,30648829.0,38944345838.3769,60850540372.0,136076520.0,212.27
Royaume-Uni,2014,34321997.0,,,,,83663412.0,129.52,30915102.0,37688025707.3922,61783648701.0,138288797.0,214.08
Royaume-Uni,2015,33445521.0,,,,,85263010.0,130.95,31235074.0,37156468064.5071,57163797022.0,141161193.0,216.8
Royaume-Uni,2016,29467818.0,,,,,83909810.0,127.82,31363375.0,37535378961.6518,50723485083.0,140746804.0,214.4
Royaume-Uni,2017,27561623.0,,,,,84097571.0,127.34,31182800.0,36897336278.2829,47304277280.0,141323802.0,214.0
Royaume-Uni,2018,25915331.0,,,,,83997855.0,126.44,31919894.0,33840365496.7464,45120487329.0,142503859.0,214.5
République slovaque,1996,,,,,,28658.0,0.53,1246471.0,12794753000.0,,1275129.0,23.73
République slovaque,1997,,,,,,200141.0,3.72,1391864.0,15173699000.0,,1592005.0,29.57
République slovaque,1998,,,,,,465364.0,8.63,1539283.0,16920853000.0,,2004647.0,37.19
République slovaque,1999,127007.0,,,,,664072.0,12.31,1655380.0,18377792000.0,,2319452.0,42.99
République slovaque,2000,483441.0,62584469000.0,40904881699.0,,,1293736.0,23.96,1697982.0,1229188409.0,803391117.0,2991718.0,55.4
République slovaque,2001,1535671.0,67953424000.0,42207095652.0,,,2147331.0,39.91,1556254.0,1511313981.0,938704336.0,3703585.0,68.84
République slovaque,2002,1961330.0,29070134000.0,19380089333.0,,,2923383.0,54.35,1402725.0,1540066952.0,1026711301.0,4326528.0,80.44
République slovaque,2003,2284105.0,421483237.0,345478063.0,,,3678774.0,68.39,1294673.0,1642125373.0,1346004404.0,4992124.0,92.81
République slovaque,2004,2444941.0,454760406.0,425009726.0,,,4275164.0,79.43,1250415.0,1738164907.0,1624453184.0,5577248.0,103.62
République slovaque,2005,2392884.0,432912833.0,420303721.0,,,4540374.0,84.28,1197044.0,1912205437.0,1856510133.0,5871318.0,108.98
République slovaque,2006,2381788.0,435980847.0,440384694.0,,,4893232.0,90.76,1167390.0,1929389066.0,1948877844.0,6303879.0,116.93
République slovaque,2007,3096881.0,434692326.0,530112592.0,,24158.0,6068063.0,112.42,1150763.0,2076294496.0,2532066459.0,7590881.0,140.63
République slovaque,2008,2307227.0,405157107.0,570643812.0,,62182.0,5845696.0,108.11,1097807.0,2237063367.0,3150793475.0,7490818.0,138.54
République slovaque,2009,1979141.0,390684183.0,542616921.0,,73986.0,5497719.0,101.46,1013365.0,2123382414.0,2949142242.0,7286140.0,134.47
République slovaque,2010,2140085.0,359071327.0,478761769.0,,92437.0,5925012.0,109.1,889792.0,1981238760.0,2641651680.0,7691757.0,141.63
République slovaque,2011,1929921.0,374444207.0,520061399.0,535501.0,127878.0,5983059.0,110.83,820923.0,1949182913.0,2707198490.0,7757080.0,143.69
République slovaque,2012,1859802.0,205176583.0,263046901.0,511160.0,145566.0,6094466.0,112.7,729482.0,1870295304.0,2397814492.0,7869438.0,145.53
République slovaque,2013,1831444.0,224523594.0,299364792.0,490484.0,175633.0,6208412.0,114.69,704921.0,1771581857.0,2362109143.0,8022393.0,148.2
République slovaque,2014,1823330.0,315445075.0,420593433.0,470284.0,225338.0,6378095.0,117.71,616471.0,1688878827.0,2251838436.0,8185782.0,151.07
République slovaque,2015,1889334.0,313893389.0,348770432.0,460408.0,274778.0,6675553.0,123.08,522639.0,1659471542.0,1843857269.0,8472004.0,156.2
République slovaque,2016,2041848.0,352854098.0,392060109.0,412784.0,335874.0,6989902.0,128.71,426171.0,1684359500.0,1871510556.0,8752614.0,161.17
République slovaque,2017,2195428.0,379425793.0,426321116.0,393323.0,338616.0,7117753.0,130.86,371269.0,1664610903.0,1870349329.0,8893773.0,163.51
République slovaque,2018,2104043.0,355810631.0,418600742.0,382458.0,360661.0,7241702.0,132.95,324020.0,1704868833.0,2005728039.0,9073720.0,166.59
Slovénie,2002,901757.0,,,,,1708742.0,85.62,700797.0,,,2466274.0,123.58
Slovénie,2003,867009.0,,,,,1761901.0,88.24,682717.0,,,2573276.0,128.87
Slovénie,2004,877595.0,,,,,1848637.0,92.57,746599.0,,,2709218.0,135.66
Slovénie,2005,772823.0,189471708.0,236839635.0,,,1759232.0,87.91,744345.0,951936238.0,1189920298.0,2698400.0,134.84
Slovénie,2006,734775.0,249111167.0,311388959.0,289708.0,,1819572.0,90.59,721355.0,1048422634.0,1310528293.0,2816712.0,140.24
Slovénie,2007,748402.0,363149858.6,497465560.0,304340.0,113632.0,1928412.0,95.49,662767.0,1104737786.29,1513339433.0,2923814.0,144.79
Slovénie,2008,729077.0,401255269.0,590081278.0,291186.0,209258.0,2054889.0,101.59,643710.0,1238540478.09,1821383056.0,3118526.0,154.18
Slovénie,2009,668606.0,185511960.0,257655500.0,251190.0,276459.0,2100435.0,102.84,558300.0,1274376677.31,1769967607.0,3100257.0,151.8
Slovénie,2010,635590.0,160265158.74,213686878.0,248380.0,330831.0,2121950.0,103.55,489630.0,1118876572.67,1491835430.0,3082101.0,150.4
Slovénie,2011,627472.0,128608569.34,178623013.0,253052.0,373907.0,2168548.0,105.65,424308.0,1218254784.13,1692020534.0,3087223.0,150.41
Slovénie,2012,636401.0,177222938.48,227208895.0,247380.0,403882.0,2241160.0,108.99,362304.0,1212010937.85,1553860177.0,3112796.0,151.38
Slovénie,2013,620057.0,154547881.53,206063842.0,251196.0,442909.0,2283573.0,110.9,302794.0,1073738961.47,1431651949.0,3110977.0,151.08
Slovénie,2014,613704.0,180896621.65,241195496.0,275411.0,479607.0,2326386.0,112.84,249780.0,1067870634.93,1423827513.0,3127174.0,151.69
Slovénie,2015,578791.0,189966471.52,211073857.0,271667.0,510472.0,2353926.0,114.1,210138.0,1084341448.22,1204823831.0,3128038.0,151.62
Slovénie,2016,550552.0,209488912.9,232765459.0,264217.0,527159.0,2385757.0,115.58,176462.0,1077313622.22,1197015136.0,3146682.0,152.44
Slovénie,2017,534097.0,247196282.82,277748632.0,257898.0,552517.0,2443172.0,118.25,143603.0,1130344260.38,1270049731.0,3184134.0,154.11
Slovénie,2018,498713.0,257674532.55,303146509.0,254859.0,554355.0,2465857.0,119.12,122121.0,1084092163.62,1275402545.0,3196330.0,154.41
Suisse,1996,36000.0,2278000000.0,,,,662700.0,9.37,4170820.0,9532000000.0,,4833520.0,68.35
Suisse,1997,209000.0,2374000000.0,,,,1044400.0,14.73,4284000.0,9850891738.0,,5328400.0,75.17
Suisse,1998,590000.0,1849276611.0,,,,1698565.0,23.89,4224155.0,11163410000.0,,5922720.0,83.3
Suisse,1999,1053425.0,3051040000.0,,,,3057509.0,42.8,4152889.0,13094201000.0,,7210398.0,100.93
Suisse,2000,1707078.0,3793681000.0,2244781657.0,,,4638519.0,64.57,4108216.0,13931567000.0,8243530769.0,8746735.0,121.75
Suisse,2001,2154579.0,2776124000.0,1642676923.0,,,5275791.0,73.0,4101109.0,14779397000.0,8745205325.0,9376900.0,129.75
Suisse,2002,2314844.0,2579441000.0,1653487821.0,,,5736303.0,78.74,4076936.0,14845193000.0,9516149359.0,10227981.0,140.4
Suisse,2003,2601322.0,2132622000.0,1579720000.0,,,6188793.0,84.33,4016468.0,15346385000.0,11367692593.0,10986840.0,149.7
Suisse,2004,2485148.0,2060072000.0,1661348387.0,,106860.0,6274763.0,84.91,3940514.0,16007000000.0,12908870968.0,11532187.0,156.06
Suisse,2005,2808411.0,2029705000.0,1623764000.0,,208437.0,6834233.0,91.89,3831019.0,16146000000.0,12916800000.0,12454081.0,167.46
Suisse,2006,3102594.0,6486970000.0,5189576000.0,,286774.0,7436157.0,99.36,3759661.0,16300950000.0,13040760000.0,13259936.0,177.18
Suisse,2007,3558653.0,2390727000.0,1992272500.0,,369342.0,8208884.0,108.71,3698132.0,17179028000.0,14315856667.0,14345144.0,189.97
Suisse,2008,3895657.0,2278429000.0,2109656481.0,2917891.0,430330.0,8896706.0,116.33,3634891.0,17379358000.0,16091998148.0,15055246.0,196.86
Suisse,2009,4057856.0,2292195000.0,2102931193.0,2696642.0,467874.0,9322580.0,120.39,3494419.0,17458011000.0,16016523853.0,15595950.0,201.4
Suisse,2010,4221556.0,2156180000.0,2073250000.0,2692002.0,530435.0,9644157.0,123.25,3261186.0,17552824000.0,16877715385.0,15881315.0,202.96
Suisse,2011,4232784.0,2402638000.0,2699593258.0,2786795.0,675404.0,10082636.0,127.43,3141204.0,17335494000.0,19478083146.0,16393395.0,207.19
Suisse,2012,4280129.0,3269598000.0,3478295745.0,2747934.0,749346.0,10561075.0,132.07,2989639.0,17654580000.0,18781468085.0,16929428.0,211.7
Suisse,2013,4192525.0,2908625000.0,3127553763.0,2772737.0,783463.0,10828694.0,133.86,2847777.0,17790732000.0,19129819355.0,17328528.0,214.21
Suisse,2014,4818491.0,3367927000.0,3660790217.0,2646116.0,1309172.0,11687654.0,142.73,2716652.0,18509214000.0,20118710870.0,18162409.0,221.8
Suisse,2015,4180377.0,3099295650.0,3228432969.0,2536216.0,1736206.0,11283399.0,136.23,2590734.0,18490984350.0,19261442031.0,17714108.0,213.88
Suisse,2016,3906436.0,3210146769.0,3242572494.0,2535669.0,2198422.0,11240971.0,134.25,2329634.0,18346141847.0,18531456411.0,17395700.0,207.75
Suisse,2017,3525968.0,2938467870.0,2998436602.0,2423030.0,3032593.0,11088598.0,131.2,1542830.0,18102807572.73,18472252625.0,16607862.0,196.5
Suisse,2018,2890055.0,2796655871.0,2853730481.0,2246044.0,3130209.0,10808148.0,126.96,1233299.0,18494917364.88,18872364658.0,15978730.0,187.69
Suède,1996,,,,,,2492000.0,28.19,6064630.0,29115000000.0,,8556630.0,96.78
Suède,1997,235000.0,,,,,3169000.0,35.82,6075370.0,31706000000.0,,9244370.0,104.5
Suède,1998,1016000.0,,,,,4108793.0,46.42,6088830.0,35734000000.0,,10197623.0,115.21
Suède,1999,1983000.0,,,,,5126100.0,57.87,6093000.0,38698000000.0,,11219100.0,126.66
Suède,2000,2772812.0,,,,,6372367.0,71.82,6053000.0,42450417200.0,4634325022.0,12425367.0,140.05
Suède,2001,3536262.0,,,,,7177813.0,80.69,5950560.0,49708351500.0,4812037899.0,13128373.0,147.58
Suède,2002,4308863.0,,,,532.0,7948518.0,89.06,5845624.0,50369213673.1885,5171377174.0,14522542.0,162.72
Suède,2003,5002535.0,,,,38356.0,8801266.0,98.25,5738693.0,50603337879.8526,6255047946.0,15538959.0,173.46
Suède,2004,4628802.0,,,,80774.0,8784536.0,97.68,5601212.0,50087987626.0,6814692194.0,15723648.0,174.83
Suède,2005,4638459.0,,,,219426.0,9103505.0,100.82,5376836.0,49799908448.0,6666654411.0,16356341.0,181.14
Suède,2006,4692726.0,10198000000.0,1381842818.0,2119355.0,405450.0,9606661.0,105.79,5076868.0,48764426480.0,6607645864.0,17064229.0,187.92
Suède,2007,4496329.0,10698000000.0,1582544379.0,2231589.0,616693.0,10116852.0,110.59,4785328.0,49601409791.86,7337486656.0,17668194.0,193.14
Suède,2008,4406879.0,9689000000.0,1470257967.0,2234803.0,745914.0,10891660.0,118.14,4470735.0,49565357155.7186,7521298506.0,18267395.0,198.14
Suède,2009,4531686.0,9101000000.0,1189673203.0,2626000.0,966456.0,11750105.0,126.37,4036815.0,50187264923.0,6560426787.0,18730920.0,201.44
Suède,2010,4650909.0,7022000000.0,973925104.0,2649000.0,1160416.0,12691619.0,135.33,3574064.0,51664964493.22,7165737100.0,19262683.0,205.4
Suède,2011,4544624.0,9494000000.0,1462865948.0,2625000.0,1315563.0,13387910.0,141.68,3166639.0,52086375779.79,8025635713.0,19578549.0,207.2
Suède,2012,4365208.0,9622000000.0,1419174041.0,2686000.0,1436532.0,13947534.0,146.52,2732551.0,51746703098.65,7632257094.0,19750085.0,207.47
Suède,2013,4478323.0,9736000000.0,1495545315.0,2637000.0,1573081.0,14424085.0,150.25,2355344.0,51575142600.0,7922448940.0,19926429.0,207.56
Suède,2014,4025648.0,10871000000.0,1584693878.0,2497.0,1724317.0,14525783.0,149.81,2009268.0,52036092300.0,7585436195.0,19816051.0,204.37
Suède,2015,4128201.0,12488000000.0,1481376038.0,2458000.0,1850667.0,14823062.0,151.27,1703998.0,52060410499.9999,6175612159.0,20024410.0,204.35
Suède,2016,3790814.0,15709000000.0,1835163551.0,2515000.0,1668894.0,14671182.0,147.85,1435411.0,53362042300.0,6233883446.0,19785999.0,199.39
Suède,2017,3392762.0,17504000000.0,2047251462.0,2483000.0,1474094.0,14381190.0,142.99,1148065.0,53875600900.0,6301239871.0,19395608.0,192.84
Suède,2018,3222772.0,15485000000.0,1781933257.0,2431000.0,1270822.0,14316905.0,140.7,888880.0,50733964400.0,5838200736.0,19179407.0,188.49
Tchéquie,1996,,29989292000.0,,,,200315.0,1.94,2817215.0,30676407000.0,,3017530.0,29.25
Tchéquie,1997,,45041694000.0,,,,521469.0,5.06,3273196.0,46027180000.0,,3794665.0,36.83
Tchéquie,1998,,37578851000.0,,,,965476.0,9.38,3734753.0,59158532000.0,,4700229.0,45.66
Tchéquie,1999,,29533499000.0,,,,1944553.0,18.91,3806394.0,72940437000.0,,5750947.0,55.93
Tchéquie,2000,,18196303000.0,471406813.0,,,4346009.0,42.31,3897845.0,89400473000.0,2316074430.0,8243854.0,80.25
Tchéquie,2001,3016209.0,22799442000.0,599354416.0,,,6947151.0,67.95,3669218.0,97303987209.0,2557938675.0,10616369.0,103.84
Tchéquie,2002,6731573.0,14905716000.0,455275382.0,,,8610177.0,84.41,3388683.0,107050000000.0,3269700672.0,12015760.0,117.79
Tchéquie,2003,7268478.0,35733867000.0,1266709217.0,,,9708683.0,95.17,3279075.0,112851592190.0,4000410925.0,13036256.0,127.79
Tchéquie,2004,7733079.0,13155618000.0,511891751.0,,,10782567.0,105.64,3058518.0,114078589363.0,4438855617.0,14096285.0,138.11
Tchéquie,2005,7833756.0,13792670000.0,575654007.0,,,11775878.0,115.07,2868830.0,116962239000.0,4881562563.0,15305708.0,149.56
Tchéquie,2006,7451645.0,14170553000.0,627015619.0,90.0,,12406199.0,120.84,2548378.0,121942517000.0,5395686593.0,16091335.0,156.73
Tchéquie,2007,7380865.0,15884000000.0,782848694.0,90.0,,13228631.0,128.15,2492963.0,138976000000.0,6849482504.0,17223014.0,166.85
Tchéquie,2008,7294012.0,14973000000.0,877152900.0,90.0,,13805466.0,132.37,2380341.0,143893000000.0,8429584066.0,17955491.0,172.16
Tchéquie,2009,7206875.0,14546000000.0,763168940.0,90.0,,14258404.0,135.9,2119855.0,133581000000.0,7008447009.0,18414369.0,175.52
Tchéquie,2010,7100000.0,15145000000.0,792931937.0,97.0,,14390000.0,136.82,1630000.0,127300000000.0,6664921466.0,18281979.0,173.83
Tchéquie,2011,6620000.0,14629000000.0,826497175.0,98.0,,14240000.0,135.66,1830000.0,119000000000.0,6723163842.0,18566300.0,176.88
Tchéquie,2012,5357800.0,14876842000.0,759797855.0,745200.0,624800.0,13862800.0,131.91,1594500.0,116367019800.0,5943157293.0,18113700.0,172.36
Tchéquie,2013,5454800.0,14146933900.0,722888804.0,856100.0,737800.0,13965000.0,132.86,1331300.0,106071060400.0,5420084844.0,18098657.0,172.19
Tchéquie,2014,5055464.0,21627766749.37,1041799940.0,707060.0,749314.0,13913075.0,132.19,819451.0,104026336408.27,5010902524.0,17758389.0,168.73
Tchéquie,2015,4892907.0,14519116295.0,590207979.0,735313.0,899765.0,14016622.0,132.95,818006.0,114092098833.75,4637890196.0,17804654.0,168.88
Tchéquie,2016,4821205.0,16761676141.0,685829629.0,735233.0,917228.0,13322688.0,126.1,617539.0,114532461246.78,4686270918.0,17004518.0,160.95
Tchéquie,2017,4655896.0,15170977489.27,648886976.0,757345.0,892940.0,13496301.0,127.45,533737.0,117159717221.19,5011108521.0,17166603.0,162.11
Tchéquie,2018,4479730.0,15988133308.0,735763153.0,769378.0,841284.0,13705387.0,128.97,477541.0,117030483620.0,5385664225.0,17397329.0,163.72
Türkiye,1996,,35698110.0,,,,806339.0,1.33,14286000.0,249585643.0,,15092339.0,24.88
Türkiye,1997,,82937171.00034,,1930000.0,,1609808.0,2.61,15744000.0,604890128.0,,17353808.0,28.18
